"sp","0.0445","value_ralgae","p_change","qual_change"
"pyura chilensis",-0.00112592976836412,0.0075,-0.018654731250034,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0075,0.166115336644523,"Less than 5% change"
"gulls",0.0383959244085519,0.0075,0.075847103712201,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0075,0.00435629682420391,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0075,0,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0075,0,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0075,0,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0075,-0.00117758462448991,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0075,-0.00117758461979367,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0075,-0.00117758462163664,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0075,-0.00117758463765716,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0075,-0.00117758465036921,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0075,0,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0075,200.260665222893,"Increase"
"algae",-0.109713196487393,0.0075,-0.421014902463579,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0076,0.024439636809781,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0076,0.00523026332650556,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0076,0.00527836714305785,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0076,-0.0671093369573939,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0076,0.0777789946327268,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0076,1.38093387310962,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0076,0.188312191950635,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0076,1.40857432288981,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0076,1.38886228434418,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0076,-0.00353627922800026,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0076,-0.114103190608295,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0076,-0.393893053878114,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0076,-0.255789243972926,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0076,-0.218938756398834,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0076,0.673903267321174,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0076,-0.177645544860017,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0076,-0.207904265380399,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0076,-0.207904265381842,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0076,-0.00335162530774591,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0076,1.38866816560945,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0076,1.3843385132549,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0076,1.38503000170707,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0076,-33.5988187309541,"Decrease"
"scurria variabilis",0.398448435084608,0.0076,1.3794310168306,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0076,1.3835444381062,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0076,1.3864284389643,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0076,1.41836112408598,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0076,0.0245619336360692,"Less than 5% change"
"tegula atra",4.97266222161905,0.0076,0,"Less than 5% change"
"Tonicia lineolata",-0.516539868736798,0.0076,-1.357433692513,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0076,-1.357433692513,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0076,-1.357433692513,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0076,0.0280951256182771,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0076,-0.0172041542442325,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0076,1.15783192929058,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0076,-0.0226678353724696,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0076,0.0280951283727182,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0076,0.0280951270420715,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0076,-0.129341485431833,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0076,-19.531280906374,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0076,0.576417526101669,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0076,-0.127703226995679,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0076,0.0280951256182771,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0076,0.337257983049555,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0076,-0.0191979909527573,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0076,0.0280951282561448,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0076,-0.0186402379990014,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0076,0.166156161066966,"Less than 5% change"
"gulls",0.0383959244085519,0.0076,0.0758553954718355,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0076,0.0043444565317019,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0076,0,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0076,0,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0076,0,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0076,-0.00118608409921395,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0076,-0.00118608410105692,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0076,-0.00118608410217824,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0076,-0.00118608409960252,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0076,-0.00118608409171994,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0076,0,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0076,200.260689722503,"Increase"
"algae",-0.109713196487393,0.0076,-0.418040367231487,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0077,0.0244549479578415,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0077,0.0052475813411279,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0077,0.00529390978918354,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0077,-0.0671046647749973,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0077,0.0777824662336668,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0077,1.38025355552858,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0077,0.188373551028675,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0077,1.4078234165263,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0077,1.38815561055767,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0077,-0.00352038166434587,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0077,-0.114152850867744,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0077,-0.393943566287325,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0077,-0.255838167191069,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0077,-0.218986668394872,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0077,0.673874833411126,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0077,-0.177693409397173,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0077,-0.207952256011068,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0077,-0.207952256021948,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0077,-0.0033353643697609,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0077,1.38796247406643,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0077,1.38364669919655,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0077,1.3843300549844,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0077,-33.5988203079015,"Decrease"
"scurria variabilis",0.398448435084608,0.0077,1.37878291816373,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0077,1.38295412459837,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0077,1.38584789670058,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0077,1.41759555125576,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0077,0.024581167111104,"Less than 5% change"
"tegula atra",4.97266222161905,0.0077,0,"Less than 5% change"
"Tonicia lineolata",-0.516539868736798,0.0077,-1.35737234664017,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0077,-1.35737234663967,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0077,-1.35737234664645,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0077,0.0281124617898643,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0077,-0.0171760462737702,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0077,1.15712718564194,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0077,-0.0226492798787725,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0077,0.0281124647878883,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0077,0.0281124633402463,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0077,-0.12947021500892,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0077,-19.5312814139771,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0077,0.576067835524974,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0077,-0.127822994161053,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0077,0.0281124617888207,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0077,0.337315874118782,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0077,-0.0191821503084721,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0077,0.0281124646608566,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0077,-0.0186248108671405,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0077,0.166198045789034,"Less than 5% change"
"gulls",0.0383959244085519,0.0077,0.0758597278493589,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0077,0.00432492764612658,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0077,0,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0077,0,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0077,0,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0077,-0.00120256787123907,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0077,-0.00120256796206641,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0077,-0.00120256800296703,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0077,-0.00120256783520123,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0077,-0.00120256792404128,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0077,0,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0077,200.260715041742,"Increase"
"algae",-0.109713196487393,0.0077,-0.415382767249417,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0078,0.024472794333108,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0078,0.00540145878846765,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0078,0.0053104873793286,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0078,-0.067098384315567,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0078,0.0777852888680153,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0078,1.37952876863621,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0078,0.188446231752271,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0078,1.40702298932163,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0078,1.3874040763854,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0078,-0.00350335568524152,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0078,-0.114199153434014,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0078,-0.393990544900891,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0078,-0.255884144656626,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0078,-0.219031037570971,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0078,0.673850013770161,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0078,-0.177737774814257,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0078,-0.207996720148629,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0078,-0.20799672014864,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0078,-0.00331949953719102,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0078,1.38721197639564,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0078,1.38291128006098,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0078,1.38358583194707,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0078,-33.5988188941765,"Decrease"
"scurria variabilis",0.398448435084608,0.0078,1.37809480355704,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0078,1.3823283468956,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0078,1.38523287313796,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0078,1.41677941304585,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0078,0.0245945512097778,"Less than 5% change"
"tegula atra",4.97266222161905,0.0078,0,"Less than 5% change"
"Tonicia lineolata",-0.516539868736798,0.0078,-1.35730364526169,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0078,-1.35730364526169,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0078,-1.35730364526169,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0078,0.0281309169158694,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0078,-0.0171477484939841,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0078,1.15637503870436,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0078,-0.0226298404645497,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0078,0.0281309193324919,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0078,0.0281309181608291,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0078,-0.129581331407236,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0078,-19.5312819952119,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0078,0.57571929223097,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0078,-0.127925490834291,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0078,0.0281309169158694,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0078,0.337386522058924,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0078,-0.0191674470056191,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0078,0.0281309192164292,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0078,-0.0186076519630984,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0078,0.166248370528077,"Less than 5% change"
"gulls",0.0383959244085519,0.0078,0.075886563603289,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0078,0.004337466888793,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0078,0,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0078,0,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0078,0,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0078,-0.00118483244853085,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0078,-0.00118483256160706,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0078,-0.00118483255899804,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0078,-0.00118483244854195,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0078,-0.00118483246298595,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0078,0,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0078,200.260743432606,"Increase"
"algae",-0.109713196487393,0.0078,-0.412990385909306,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0079,0.0244906355494567,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0079,0.00528208443337785,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0079,0.00532958483965285,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0079,-0.0670915533167116,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0079,0.0777901777964551,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0079,1.37875166555239,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0079,0.188515490042773,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0079,1.40616539121037,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0079,1.38659708492381,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0079,-0.00348412855821767,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0079,-0.114255356270865,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0079,-0.394046871303677,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0079,-0.255938606028272,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0079,-0.219084852553642,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0079,0.673816133191285,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0079,-0.177791711705622,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0079,-0.208050667882431,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0079,-0.20805066788242,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0079,-0.00330141886841773,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0079,1.38640609236049,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0079,1.38212123516983,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0079,1.38278652258585,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0079,-33.5988197688053,"Decrease"
"scurria variabilis",0.398448435084608,0.0079,1.37735454171692,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0079,1.38165376894264,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0079,1.3845694840398,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0079,1.41590510087353,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0079,0.0246143281128486,"Less than 5% change"
"tegula atra",4.97266222161905,0.0079,0,"Less than 5% change"
"Tonicia lineolata",-0.516539868736798,0.0079,-1.35723244980399,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0079,-1.35723244980087,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0079,-1.35723244980041,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0079,0.0281504436070001,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0079,-0.0171149042713314,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0079,1.15557094865992,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0079,-0.0226090091479891,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0079,0.0281504459617166,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0079,0.0281504448237158,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0079,-0.129724385387375,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0079,-19.5312825592185,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0079,0.575323351969637,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0079,-0.1280588515984,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0079,0.0281504436069779,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0079,0.337451217359774,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0079,-0.0191478599781414,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0079,0.0281504458630177,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0079,-0.0185915096791334,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0079,0.166294943340417,"Less than 5% change"
"gulls",0.0383959244085519,0.0079,0.075894961444245,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0079,0.00432488794408492,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0079,0,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0079,0,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0079,0,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0079,-0.0011932984142593,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0079,-0.00119329839678439,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0079,-0.00119329829131321,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0079,-0.00119329838325077,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0079,-0.0011932984062879,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0079,0,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0079,200.260771426657,"Increase"
"algae",-0.109713196487393,0.0079,-0.410830868599577,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.008,0.0245091311682932,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.008,0.0053001756533666,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.008,0.00534836833538943,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.008,-0.0670833438379148,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.008,0.077793023646211,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.008,1.37792487402182,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.008,0.188590405862255,"Less than 5% change"
"chiton  latus",0.364515458685832,0.008,1.40525324196521,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.008,1.3857391399579,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.008,-0.00346350163441533,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.008,-0.114311261429911,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.008,-0.394105049118421,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.008,-0.255992835461205,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.008,-0.219140447859001,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.008,0.673782106173082,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.008,-0.177847466076742,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.008,-0.208106408620501,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.008,-0.20810640861576,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.008,-0.00328287215994871,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.008,1.38554931399659,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.008,1.38128133634696,"Less than 5% change"
"scurria  plana",0.377352213552129,0.008,1.38193676472038,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.008,-33.5988200812588,"Decrease"
"scurria variabilis",0.398448435084608,0.008,1.37656764289313,"Less than 5% change"
"scurria viridula",0.420208770737185,0.008,1.38093677567985,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.008,1.38386447032608,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.008,1.41497523596483,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.008,0.0246330856203958,"Less than 5% change"
"tegula atra",4.97266222161905,0.008,0,"Less than 5% change"
"Tonicia lineolata",-0.516539868736798,0.008,-1.35715296551603,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.008,-1.35715296551849,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.008,-1.35715296551618,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.008,0.0281717114803737,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.008,-0.0170823902588935,"Less than 5% change"
"balanus laevis",0.26016471679855,0.008,1.15471577473099,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.008,-0.0225872072744715,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.008,0.0281717134735127,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.008,0.0281717125103498,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.008,-0.129867486058166,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.008,-19.5312831603483,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.008,0.574910080569158,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.008,-0.128192013961348,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.008,0.0281717114803737,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.008,0.337521302182386,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.008,-0.0191290577351788,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.008,0.0281717133899351,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.008,-0.0185732555847529,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.008,0.16634575405301,"Less than 5% change"
"gulls",0.0383959244085519,0.008,0.0759097831191324,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.008,0.00431845656625462,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.008,0,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.008,0,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.008,0,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.008,-0.00119497786664757,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.008,-0.00119497792422374,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.008,-0.00119497793592549,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.008,-0.00119497788342304,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.008,-0.00119497785178169,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.008,0,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.008,200.260801108646,"Increase"
"algae",-0.109713196487393,0.008,-0.4088645141895,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0081,0.0245208037003897,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0081,0.00533312005934761,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0081,0.005362283750876,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0081,-0.0670902231440174,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0081,0.0777941379578317,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0081,1.37704400088288,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0081,0.188640564515818,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0081,1.40428465028515,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0081,1.38482111063696,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0081,-0.00344972262985577,"Less than 5% change"
