"sp","value_Pja","p_change","qual_change"
"chiton  granosus",0.104,0.308523215093359,"Less than 5% change"
"chiton  latus",0.104,0.554573707172734,"Less than 5% change"
"lottia  orbignyi",0.104,0.590037634988816,"Less than 5% change"
"concholepas concholepas",0.104,0.0440518496335196,"Less than 5% change"
"enoplochiton  niger",0.104,-0.108245524889194,"Less than 5% change"
"fissurella  costata",0.104,-0.327010756954382,"Less than 5% change"
"fissurella  crassa",0.104,-0.214775136123535,"Less than 5% change"
"fissurella  cummingi",0.104,-0.190315977362554,"Less than 5% change"
"fissurella  limbata",0.104,0.566902179762829,"Less than 5% change"
"fissurella  maxima",0.104,-0.159116491727396,"Less than 5% change"
"fissurella  picta",0.104,-0.182183137906611,"Less than 5% change"
"fissurella  puhlcra",0.104,-0.182183137906589,"Less than 5% change"
"heliaster helianthus",0.104,0.0426792854085534,"Less than 5% change"
"scurria  araucana",0.104,0.591017049276199,"Less than 5% change"
"scurria  ceciliana",0.104,0.604528402147264,"Less than 5% change"
"scurria  plana",0.104,0.595253851584032,"Less than 5% change"
"scurria scurra",0.104,-32.1916052388764,"Decrease"
"scurria variabilis",0.104,0.655394603247128,"Less than 5% change"
"scurria viridula",0.104,0.734169917997307,"Less than 5% change"
"scurria zebrina",0.104,0.748283762193602,"Less than 5% change"
"siphonaria lesoni",0.104,0.544694766630793,"Less than 5% change"
"stichaster striatus",0.104,0.071692817230895,"Less than 5% change"
"tegula atra",0.104,93.7122439059187,"Increase"
"Tonicia lineolata",0.104,-1.36589831530296,"Less than 5% change"
"tonicia  chilensis",0.104,-1.36589831530297,"Less than 5% change"
"tonicia  elegans",0.104,-1.36589831530297,"Less than 5% change"
"anthotoe spp.",0.104,0.0783879776113938,"Less than 5% change"
"austromegabalanus psittacus",0.104,0.0524809772629808,"Less than 5% change"
"balanus laevis",0.104,0.351520290489549,"Less than 5% change"
"brachidontes granulata",0.104,0.0290655623543801,"Less than 5% change"
"bunodactis spp.",0.104,0.0783879776113716,"Less than 5% change"
"Oulactis concinnata",0.104,0.0783879776113938,"Less than 5% change"
"jhelius cirratus",0.104,-0.27807340841397,"Less than 5% change"
"lessonia nigrescens a",0.104,-19.1154344857358,"Decrease"
"nothobalanus flosculus",0.104,0.268327512273636,"Less than 5% change"
"nothochthamalus scabrosus",0.104,-0.259597021182989,"Less than 5% change"
"parantheopsis ",0.104,0.078387977611416,"Less than 5% change"
"perumytilus purpuratus",0.104,0.434886582196548,"Less than 5% change"
"phragmatopoma spp.",0.104,0.0247212505239069,"Less than 5% change"
"phymactis spp.",0.104,0.0783879776113938,"Less than 5% change"
"pyura chilensis",0.104,0.0240173570201785,"Less than 5% change"
"semimytilus algosus",0.104,0.225457331422896,"Less than 5% change"
"gulls",0.104,0.0647182142397007,"Less than 5% change"
"cinclodes nigrofumosus",0.104,-0.000399827122399277,"Less than 5% change"
"Echinolittorina peruviana",0.104,-78.7945988807099,"Decrease"
"austrolittorina araucana",0.104,-77.0037733939472,"Decrease"
"onchidella sp. ",0.104,-28.4046603522932,"Decrease"
"Allelopetrolisthes punctatus",0.104,-0.000599230177456,"Less than 5% change"
"petrolisthes spinifrons",0.104,-0.000599230177389387,"Less than 5% change"
"petrolisthes angulosus",0.104,-0.000599230177367183,"Less than 5% change"
"petrolisthes tuberculatus",0.104,-0.000599230177378285,"Less than 5% change"
"petrolisthes tuberculosus",0.104,-0.000599230177456,"Less than 5% change"
"trimusculus peruvianus",0.104,-28.3126553772078,"Decrease"
"lessonia nigrescens j",0.104,196.543976620101,"Increase"
"algae",0.104,-1.65626006351354,"Less than 5% change"
"acanthina monodon",0.105,0.0706461498655386,"Less than 5% change"
"acanthocyclus gayi",0.105,0.0523888322883526,"Less than 5% change"
"acanthocyclus hassleri",0.105,0.0522920330470855,"Less than 5% change"
"acanthopleura echinata",0.105,-0.0108154647647796,"Less than 5% change"
"chaetopleura peruviana",0.105,0.104433098635259,"Less than 5% change"
"chiton  cummingsi",0.105,0.619033812524972,"Less than 5% change"
"chiton  granosus",0.105,0.307180499812554,"Less than 5% change"
"chiton  latus",0.105,0.551890092934193,"Less than 5% change"
"lottia  orbignyi",0.105,0.587211455147796,"Less than 5% change"
"concholepas concholepas",0.105,0.0438823810645639,"Less than 5% change"
"enoplochiton  niger",0.105,-0.107721394928573,"Less than 5% change"
"fissurella  costata",0.105,-0.325462704960355,"Less than 5% change"
"fissurella  crassa",0.105,-0.21375090669945,"Less than 5% change"
"fissurella  cummingi",0.105,-0.189407335574032,"Less than 5% change"
"fissurella  limbata",0.105,0.5650785978909,"Less than 5% change"
"fissurella  maxima",0.105,-0.158353585162163,"Less than 5% change"
"fissurella  picta",0.105,-0.181312393251332,"Less than 5% change"
"fissurella  puhlcra",0.105,-0.181312393251354,"Less than 5% change"
"heliaster helianthus",0.105,0.0425148554203947,"Less than 5% change"
"scurria  araucana",0.105,0.588185591977308,"Less than 5% change"
"scurria  ceciliana",0.105,0.601641933491903,"Less than 5% change"
"scurria  plana",0.105,0.592406001204937,"Less than 5% change"
"scurria scurra",0.105,-32.0491475180641,"Decrease"
"scurria variabilis",0.105,0.652297777032707,"Less than 5% change"
"scurria viridula",0.105,0.730744558509189,"Less than 5% change"
"scurria zebrina",0.105,0.744801356860059,"Less than 5% change"
"siphonaria lesoni",0.105,0.542049516477694,"Less than 5% change"
"stichaster striatus",0.105,0.0713992067531866,"Less than 5% change"
"tegula atra",0.105,93.4131308924709,"Increase"
"Tonicia lineolata",0.105,-1.35987146501112,"Less than 5% change"
"tonicia  chilensis",0.105,-1.35987146501116,"Less than 5% change"
"tonicia  elegans",0.105,-1.35987146501113,"Less than 5% change"
"anthotoe spp.",0.105,0.0780661355551882,"Less than 5% change"
"austromegabalanus psittacus",0.105,0.0522869983804242,"Less than 5% change"
"balanus laevis",0.105,0.349743434621486,"Less than 5% change"
"brachidontes granulata",0.105,0.0289657125593923,"Less than 5% change"
"bunodactis spp.",0.105,0.0780661355552104,"Less than 5% change"
"Oulactis concinnata",0.105,0.0780661355552548,"Less than 5% change"
"jhelius cirratus",0.105,-0.27687083532657,"Less than 5% change"
"lessonia nigrescens a",0.105,-19.0345663344118,"Decrease"
"nothobalanus flosculus",0.105,0.267066908447422,"Less than 5% change"
"nothochthamalus scabrosus",0.105,-0.258469227283498,"Less than 5% change"
"parantheopsis ",0.105,0.0780661355551882,"Less than 5% change"
"perumytilus purpuratus",0.105,0.432939706244939,"Less than 5% change"
"phragmatopoma spp.",0.105,0.0246363102589076,"Less than 5% change"
"phymactis spp.",0.105,0.0780661355551882,"Less than 5% change"
"pyura chilensis",0.105,0.0239348337240264,"Less than 5% change"
"semimytilus algosus",0.105,0.224462256051905,"Less than 5% change"
"gulls",0.105,0.0644323150646331,"Less than 5% change"
"cinclodes nigrofumosus",0.105,-0.000401236254532478,"Less than 5% change"
"Echinolittorina peruviana",0.105,-78.6045519852953,"Decrease"
"austrolittorina araucana",0.105,-76.8010342976578,"Decrease"
"onchidella sp. ",0.105,-28.2736020610643,"Decrease"
"Allelopetrolisthes punctatus",0.105,-0.000596536797881075,"Less than 5% change"
"petrolisthes spinifrons",0.105,-0.000596536797770053,"Less than 5% change"
"petrolisthes angulosus",0.105,-0.000596536797847769,"Less than 5% change"
"petrolisthes tuberculatus",0.105,-0.000596536797881075,"Less than 5% change"
"petrolisthes tuberculosus",0.105,-0.000596536797636826,"Less than 5% change"
"trimusculus peruvianus",0.105,-28.1820485708093,"Decrease"
"lessonia nigrescens j",0.105,196.658161913865,"Increase"
"algae",0.105,-1.6495120891398,"Less than 5% change"
"acanthina monodon",0.106,0.0703592265600461,"Less than 5% change"
"acanthocyclus gayi",0.106,0.0521835380051128,"Less than 5% change"
"acanthocyclus hassleri",0.106,0.0520870742969137,"Less than 5% change"
"acanthopleura echinata",0.106,-0.0107192697456848,"Less than 5% change"
"chaetopleura peruviana",0.106,0.103996181731536,"Less than 5% change"
"chiton  cummingsi",0.106,0.616117028065832,"Less than 5% change"
"chiton  granosus",0.106,0.305854250258331,"Less than 5% change"
"chiton  latus",0.106,0.549242872093081,"Less than 5% change"
"lottia  orbignyi",0.106,0.584423254099153,"Less than 5% change"
"concholepas concholepas",0.106,0.043714806839712,"Less than 5% change"
"enoplochiton  niger",0.106,-0.107204182671339,"Less than 5% change"
"fissurella  costata",0.106,-0.323934955336935,"Less than 5% change"
"fissurella  crassa",0.106,-0.212740141007295,"Less than 5% change"
"fissurella  cummingi",0.106,-0.188510642618911,"Less than 5% change"
"fissurella  limbata",0.106,0.563274681371606,"Less than 5% change"
"fissurella  maxima",0.106,-0.157600724964702,"Less than 5% change"
"fissurella  picta",0.106,-0.180453103602074,"Less than 5% change"
"fissurella  puhlcra",0.106,-0.180453103602074,"Less than 5% change"
"heliaster helianthus",0.106,0.0423522658816067,"Less than 5% change"
"scurria  araucana",0.106,0.585392181895328,"Less than 5% change"
"scurria  ceciliana",0.106,0.598794132615033,"Less than 5% change"
"scurria  plana",0.106,0.5895963710153,"Less than 5% change"
"scurria scurra",0.106,-31.9086084878245,"Decrease"
"scurria variabilis",0.106,0.649242038608855,"Less than 5% change"
"scurria viridula",0.106,0.727364106458062,"Less than 5% change"
"scurria zebrina",0.106,0.741364516514165,"Less than 5% change"
"siphonaria lesoni",0.106,0.539440252391521,"Less than 5% change"
"stichaster striatus",0.106,0.071109074730491,"Less than 5% change"
"tegula atra",0.106,93.1167619261762,"Increase"
"Tonicia lineolata",0.106,-1.35391913169037,"Less than 5% change"
"tonicia  chilensis",0.106,-1.35391913169036,"Less than 5% change"
"tonicia  elegans",0.106,-1.35391913169037,"Less than 5% change"
"anthotoe spp.",0.106,0.0777481127431701,"Less than 5% change"
"austromegabalanus psittacus",0.106,0.0520951068144537,"Less than 5% change"
"balanus laevis",0.106,0.347991572361739,"Less than 5% change"
"brachidontes granulata",0.106,0.0288668461433828,"Less than 5% change"
"bunodactis spp.",0.106,0.0777481127431479,"Less than 5% change"
"Oulactis concinnata",0.106,0.0777481127431701,"Less than 5% change"
"jhelius cirratus",0.106,-0.27568260350409,"Less than 5% change"
"lessonia nigrescens a",0.106,-18.9547528329646,"Decrease"
"nothobalanus flosculus",0.106,0.265823178076285,"Less than 5% change"
"nothochthamalus scabrosus",0.106,-0.257354924014752,"Less than 5% change"
"parantheopsis ",0.106,0.0777481127431701,"Less than 5% change"
"perumytilus purpuratus",0.106,0.431017326233851,"Less than 5% change"
"phragmatopoma spp.",0.106,0.0245522067165993,"Less than 5% change"
"phymactis spp.",0.106,0.0777481127431479,"Less than 5% change"
"pyura chilensis",0.106,0.0238531233613726,"Less than 5% change"
"semimytilus algosus",0.106,0.223479571667329,"Less than 5% change"
"gulls",0.106,0.0641499810423385,"Less than 5% change"
"cinclodes nigrofumosus",0.106,-0.000402601482940579,"Less than 5% change"
"Echinolittorina peruviana",0.106,-78.4156491805258,"Decrease"
"austrolittorina araucana",0.106,-76.5996040226453,"Decrease"
"onchidella sp. ",0.106,-28.1442065706284,"Decrease"
"Allelopetrolisthes punctatus",0.106,-0.000593877385346442,"Less than 5% change"
"petrolisthes spinifrons",0.106,-0.000593877385368646,"Less than 5% change"
"petrolisthes angulosus",0.106,-0.000593877385468566,"Less than 5% change"
"petrolisthes tuberculatus",0.106,-0.000593877385401953,"Less than 5% change"
"petrolisthes tuberculosus",0.106,-0.000593877385346442,"Less than 5% change"
"trimusculus peruvianus",0.106,-28.0530985376278,"Decrease"
"lessonia nigrescens j",0.106,196.770793770242,"Increase"
"algae",0.106,-1.64284019684044,"Less than 5% change"
"acanthina monodon",0.107,0.0700756747058273,"Less than 5% change"
"acanthocyclus gayi",0.107,0.0519805799435114,"Less than 5% change"
"acanthocyclus hassleri",0.107,0.0518844483665459,"Less than 5% change"
"acanthopleura echinata",0.107,-0.0106246918638697,"Less than 5% change"
"chaetopleura peruviana",0.107,0.103564558284175,"Less than 5% change"
"chiton  cummingsi",0.107,0.613238828042073,"Less than 5% change"
"chiton  granosus",0.107,0.304544133604834,"Less than 5% change"
"chiton  latus",0.107,0.546631236690853,"Less than 5% change"
"lottia  orbignyi",0.107,0.581672194977956,"Less than 5% change"
"concholepas concholepas",0.107,0.0435490926135262,"Less than 5% change"
"enoplochiton  niger",0.107,-0.106693736376384,"Less than 5% change"
"fissurella  costata",0.107,-0.322427067985687,"Less than 5% change"
"fissurella  crassa",0.107,-0.211742546137472,"Less than 5% change"
"fissurella  cummingi",0.107,-0.187625638309763,"Less than 5% change"
"fissurella  limbata",0.107,0.561490068903359,"Less than 5% change"
"fissurella  maxima",0.107,-0.156857691885059,"Less than 5% change"
"fissurella  picta",0.107,-0.179605019381313,"Less than 5% change"
"fissurella  puhlcra",0.107,-0.179605019381313,"Less than 5% change"
"heliaster helianthus",0.107,0.0421914833770298,"Less than 5% change"
"scurria  araucana",0.107,0.582635980729784,"Less than 5% change"
"scurria  ceciliana",0.107,0.595984149712958,"Less than 5% change"
"scurria  plana",0.107,0.586824119771756,"Less than 5% change"
"scurria scurra",0.107,-31.7699450979658,"Decrease"
"scurria variabilis",0.107,0.64622649228423,"Less than 5% change"
"scurria viridula",0.107,0.724027592877041,"Less than 5% change"
"scurria zebrina",0.107,0.737972259636988,"Less than 5% change"
"siphonaria lesoni",0.107,0.536866173414552,"Less than 5% change"
"stichaster striatus",0.107,0.0708223535666574,"Less than 5% change"
"tegula atra",0.107,92.8230957790204,"Increase"
"Tonicia lineolata",0.107,-1.34803978820376,"Less than 5% change"
"tonicia  chilensis",0.107,-1.34803978820376,"Less than 5% change"
"tonicia  elegans",0.107,-1.34803978820376,"Less than 5% change"
"anthotoe spp.",0.107,0.0774338348239034,"Less than 5% change"
"austromegabalanus psittacus",0.107,0.0519052665874264,"Less than 5% change"
"balanus laevis",0.107,0.346264132550056,"Less than 5% change"
"brachidontes granulata",0.107,0.0287689483405407,"Less than 5% change"
"bunodactis spp.",0.107,0.0774338348239478,"Less than 5% change"
"Oulactis concinnata",0.107,0.0774338348239034,"Less than 5% change"
"jhelius cirratus",0.107,-0.27450842831378,"Less than 5% change"
"lessonia nigrescens a",0.107,-18.8759709458973,"Decrease"
"nothobalanus flosculus",0.107,0.264595951302238,"Less than 5% change"
"nothochthamalus scabrosus",0.107,-0.25625384269623,"Less than 5% change"
"parantheopsis ",0.107,0.0774338348239256,"Less than 5% change"
"perumytilus purpuratus",0.107,0.429118934699879,"Less than 5% change"
"phragmatopoma spp.",0.107,0.0244689273285914,"Less than 5% change"
"phymactis spp.",0.107,0.07743383482397,"Less than 5% change"
"pyura chilensis",0.107,0.023772213720652,"Less than 5% change"
"semimytilus algosus",0.107,0.222509024174733,"Less than 5% change"
"gulls",0.107,0.0638711390361868,"Less than 5% change"
"cinclodes nigrofumosus",0.107,-0.000403924177305726,"Less than 5% change"
"Echinolittorina peruviana",0.107,-78.2278826562467,"Decrease"
"austrolittorina araucana",0.107,-76.3994727853601,"Decrease"
"onchidella sp. ",0.107,-28.0164390837914,"Decrease"
"Allelopetrolisthes punctatus",0.107,-0.000591251236525814,"Less than 5% change"
"petrolisthes spinifrons",0.107,-0.000591251236514712,"Less than 5% change"
"petrolisthes angulosus",0.107,-0.000591251236436996,"Less than 5% change"
"petrolisthes tuberculatus",0.107,-0.000591251236692347,"Less than 5% change"
"petrolisthes tuberculosus",0.107,-0.000591251236525814,"Less than 5% change"
"trimusculus peruvianus",0.107,-27.925770612739,"Decrease"
"lessonia nigrescens j",0.107,196.881907256898,"Increase"
"algae",0.107,-1.63624297758425,"Less than 5% change"
"acanthina monodon",0.108,0.0697954293145786,"Less than 5% change"
"acanthocyclus gayi",0.108,0.051779914712391,"Less than 5% change"
"acanthocyclus hassleri",0.108,0.0516841119177602,"Less than 5% change"
"acanthopleura echinata",0.108,-0.0105316888232343,"Less than 5% change"
"chaetopleura peruviana",0.108,0.103138122737212,"Less than 5% change"
"chiton  cummingsi",0.108,0.610398374566734,"Less than 5% change"
"chiton  granosus",0.108,0.303249826379082,"Less than 5% change"
"chiton  latus",0.108,0.544054403643512,"Less than 5% change"
"lottia  orbignyi",0.108,0.578957466514041,"Less than 5% change"
"concholepas concholepas",0.108,0.0433852048883576,"Less than 5% change"
"enoplochiton  niger",0.108,-0.106189908934018,"Less than 5% change"
"fissurella  costata",0.108,-0.320938616079525,"Less than 5% change"
"fissurella  crassa",0.108,-0.21075783804535,"Less than 5% change"
"fissurella  cummingi",0.108,-0.186752070341356,"Less than 5% change"
"fissurella  limbata",0.108,0.559724408511997,"Less than 5% change"
"fissurella  maxima",0.108,-0.156124273330316,"Less than 5% change"
"fissurella  picta",0.108,-0.178767898576515,"Less than 5% change"
"fissurella  puhlcra",0.108,-0.178767898576493,"Less than 5% change"
"heliaster helianthus",0.108,0.0420324753178436,"Less than 5% change"
"scurria  araucana",0.108,0.579916175816475,"Less than 5% change"
"scurria  ceciliana",0.108,0.593211160910956,"Less than 5% change"
"scurria  plana",0.108,0.584088431933516,"Less than 5% change"
"scurria scurra",0.108,-31.6331156451307,"Decrease"
"scurria variabilis",0.108,0.64325026949752,"Less than 5% change"
"scurria viridula",0.108,0.720734077873764,"Less than 5% change"
"scurria zebrina",0.108,0.734623634116427,"Less than 5% change"
"siphonaria lesoni",0.108,0.534326503303295,"Less than 5% change"
"stichaster striatus",0.108,0.0705389774847243,"Less than 5% change"
"tegula atra",0.108,92.5320920504563,"Increase"
"Tonicia lineolata",0.108,-1.34223195102824,"Less than 5% change"
"tonicia  chilensis",0.108,-1.34223195102823,"Less than 5% change"
"tonicia  elegans",0.108,-1.34223195102822,"Less than 5% change"
"anthotoe spp.",0.108,0.0771232294510815,"Less than 5% change"
"austromegabalanus psittacus",0.108,0.0517174425491485,"Less than 5% change"
"balanus laevis",0.108,0.344560562049789,"Less than 5% change"
"brachidontes granulata",0.108,0.0286720046478894,"Less than 5% change"
"bunodactis spp.",0.108,0.0771232294510593,"Less than 5% change"
"Oulactis concinnata",0.108,0.0771232294510593,"Less than 5% change"
"jhelius cirratus",0.108,-0.27334803298853,"Less than 5% change"
"lessonia nigrescens a",0.108,-18.7981983415013,"Decrease"
"nothobalanus flosculus",0.108,0.263384869522643,"Less than 5% change"
"nothochthamalus scabrosus",0.108,-0.255165722100215,"Less than 5% change"
"parantheopsis ",0.108,0.0771232294510815,"Less than 5% change"
"perumytilus purpuratus",0.108,0.427244038797592,"Less than 5% change"
"phragmatopoma spp.",0.108,0.0243864597501364,"Less than 5% change"
"phymactis spp.",0.108,0.0771232294511037,"Less than 5% change"
"pyura chilensis",0.108,0.0236920928076811,"Less than 5% change"
"semimytilus algosus",0.108,0.221550366726464,"Less than 5% change"
"gulls",0.108,0.063595717995768,"Less than 5% change"
"cinclodes nigrofumosus",0.108,-0.000405205655296115,"Less than 5% change"
"Echinolittorina peruviana",0.108,-78.0412445761814,"Decrease"
"austrolittorina araucana",0.108,-76.2006307774169,"Decrease"
"onchidella sp. ",0.108,-27.8902658174201,"Decrease"
"Allelopetrolisthes punctatus",0.108,-0.000588657667810466,"Less than 5% change"
"petrolisthes spinifrons",0.108,-0.000588657667810466,"Less than 5% change"
"petrolisthes angulosus",0.108,-0.000588657667965897,"Less than 5% change"
"petrolisthes tuberculatus",0.108,-0.000588657667965897,"Less than 5% change"
"petrolisthes tuberculosus",0.108,-0.000588657667865977,"Less than 5% change"
"trimusculus peruvianus",0.108,-27.8000311412109,"Decrease"
"lessonia nigrescens j",0.108,196.991536339908,"Increase"
"algae",0.108,-1.62971905813235,"Less than 5% change"
"acanthina monodon",0.109,0.0695184271473082,"Less than 5% change"
"acanthocyclus gayi",0.109,0.0515815000426967,"Less than 5% change"
"acanthocyclus hassleri",0.109,0.0514860227333491,"Less than 5% change"
"acanthopleura echinata",0.109,-0.010440219783614,"Less than 5% change"
"chaetopleura peruviana",0.109,0.102716772474909,"Less than 5% change"
"chiton  cummingsi",0.109,0.607594854943083,"Less than 5% change"
"chiton  granosus",0.109,0.30197101417051,"Less than 5% change"
"chiton  latus",0.109,0.54151161366478,"Less than 5% change"
"lottia  orbignyi",0.109,0.576278281944265,"Less than 5% change"
"concholepas concholepas",0.109,0.0432231110022219,"Less than 5% change"
"enoplochiton  niger",0.109,-0.105692557677584,"Less than 5% change"
"fissurella  costata",0.109,-0.319469185537191,"Less than 5% change"
"fissurella  crassa",0.109,-0.209785741197066,"Less than 5% change"
"fissurella  cummingi",0.109,-0.185889693974839,"Less than 5% change"
"fissurella  limbata",0.109,0.557977357253381,"Less than 5% change"
"fissurella  maxima",0.109,-0.155400263096428,"Less than 5% change"
"fissurella  picta",0.109,-0.177941506436763,"Less than 5% change"
"fissurella  puhlcra",0.109,-0.177941506436741,"Less than 5% change"
"heliaster helianthus",0.109,0.0418752099293984,"Less than 5% change"
"scurria  araucana",0.109,0.577231979038273,"Less than 5% change"
"scurria  ceciliana",0.109,0.590474367169036,"Less than 5% change"
"scurria  plana",0.109,0.581388516573167,"Less than 5% change"
"scurria scurra",0.109,-31.49807971893,"Decrease"
"scurria variabilis",0.109,0.640312527695364,"Less than 5% change"
"scurria viridula",0.109,0.717482649460544,"Less than 5% change"
"scurria zebrina",0.109,0.731317716068736,"Less than 5% change"
"siphonaria lesoni",0.109,0.531820489452262,"Less than 5% change"
"stichaster striatus",0.109,0.0702588824789574,"Less than 5% change"
"tegula atra",0.109,92.2437111454001,"Increase"
"Tonicia lineolata",0.109,-1.33649417875172,"Less than 5% change"
"tonicia  chilensis",0.109,-1.3364941787517,"Less than 5% change"
"tonicia  elegans",0.109,-1.33649417875172,"Less than 5% change"
"anthotoe spp.",0.109,0.0768162262302585,"Less than 5% change"
"austromegabalanus psittacus",0.109,0.0515316003721455,"Less than 5% change"
"balanus laevis",0.109,0.34288032491665,"Less than 5% change"
"brachidontes granulata",0.109,0.0285760008357228,"Less than 5% change"
"bunodactis spp.",0.109,0.0768162262302363,"Less than 5% change"
"Oulactis concinnata",0.109,0.0768162262302141,"Less than 5% change"
"jhelius cirratus",0.109,-0.272201148386297,"Less than 5% change"
"lessonia nigrescens a",0.109,-18.721413364306,"Decrease"
"nothobalanus flosculus",0.109,0.262189584919614,"Less than 5% change"
"nothochthamalus scabrosus",0.109,-0.254090308221611,"Less than 5% change"
"parantheopsis ",0.109,0.0768162262302585,"Less than 5% change"
"perumytilus purpuratus",0.109,0.425392159808546,"Less than 5% change"
"phragmatopoma spp.",0.109,0.024304791869767,"Less than 5% change"
"phymactis spp.",0.109,0.0768162262302141,"Less than 5% change"
"pyura chilensis",0.109,0.0236127488546289,"Less than 5% change"
"semimytilus algosus",0.109,0.220603359483462,"Less than 5% change"
"gulls",0.109,0.0633236488883027,"Less than 5% change"
"cinclodes nigrofumosus",0.109,-0.000406447185385961,"Less than 5% change"
"Echinolittorina peruviana",0.109,-77.8557271250403,"Decrease"
"austrolittorina araucana",0.109,-76.0030681931325,"Decrease"
"onchidella sp. ",0.109,-27.7656539661219,"Decrease"
"Allelopetrolisthes punctatus",0.109,-0.00058609601598647,"Less than 5% change"
"petrolisthes spinifrons",0.109,-0.000586096015764426,"Less than 5% change"
"petrolisthes angulosus",0.109,-0.000586096015553483,"Less than 5% change"
"petrolisthes tuberculatus",0.109,-0.000586096015764426,"Less than 5% change"
"petrolisthes tuberculosus",0.109,-0.000586096015509074,"Less than 5% change"
"trimusculus peruvianus",0.109,-27.6758474417775,"Decrease"
"lessonia nigrescens j",0.109,197.099713927937,"Increase"
"algae",0.109,-1.62326710040832,"Less than 5% change"
"acanthina monodon",0.11,0.0692446066516972,"Less than 5% change"
"acanthocyclus gayi",0.11,0.0513852947473969,"Less than 5% change"
"acanthocyclus hassleri",0.11,0.0512901396770848,"Less than 5% change"
"acanthopleura echinata",0.11,-0.0103502453025817,"Less than 5% change"
"chaetopleura peruviana",0.11,0.102300407714417,"Less than 5% change"
"chiton  cummingsi",0.11,0.604827480719639,"Less than 5% change"
"chiton  granosus",0.11,0.300707391297328,"Less than 5% change"
"chiton  latus",0.11,0.539002130369792,"Less than 5% change"
"lottia  orbignyi",0.11,0.573633878090396,"Less than 5% change"
"concholepas concholepas",0.11,0.043062779099845,"Less than 5% change"
"enoplochiton  niger",0.11,-0.105201544212596,"Less than 5% change"
"fissurella  costata",0.11,-0.318018374538798,"Less than 5% change"
"fissurella  crassa",0.11,-0.208825988245098,"Less than 5% change"
"fissurella  cummingi",0.11,-0.185038271749061,"Less than 5% change"
"fissurella  limbata",0.11,0.556248580916452,"Less than 5% change"
"fissurella  maxima",0.11,-0.154685461123638,"Less than 5% change"
"fissurella  picta",0.11,-0.177125615195539,"Less than 5% change"
"fissurella  puhlcra",0.11,-0.177125615195495,"Less than 5% change"
"heliaster helianthus",0.11,0.0417196562231048,"Less than 5% change"
"scurria  araucana",0.11,0.574582625901821,"Less than 5% change"
"scurria  ceciliana",0.11,0.587772993347513,"Less than 5% change"
"scurria  plana",0.11,0.578723606451215,"Less than 5% change"
"scurria scurra",0.11,-31.3647981506916,"Decrease"
"scurria variabilis",0.11,0.637412449357266,"Less than 5% change"
"scurria viridula",0.11,0.714272422511253,"Less than 5% change"
"scurria zebrina",0.11,0.728053608783452,"Less than 5% change"
"siphonaria lesoni",0.11,0.529347402002922,"Less than 5% change"
"stichaster striatus",0.11,0.0699820062515233,"Less than 5% change"
"tegula atra",0.11,91.9579142563258,"Increase"
"Tonicia lineolata",0.11,-1.33082507052095,"Less than 5% change"
"tonicia  chilensis",0.11,-1.33082507052098,"Less than 5% change"
"tonicia  elegans",0.11,-1.33082507052098,"Less than 5% change"
"anthotoe spp.",0.11,0.0765127566483947,"Less than 5% change"
"austromegabalanus psittacus",0.11,0.0513477065246182,"Less than 5% change"
"balanus laevis",0.11,0.341222901746208,"Less than 5% change"
"brachidontes granulata",0.11,0.0284809229398775,"Less than 5% change"
"bunodactis spp.",0.11,0.0765127566484169,"Less than 5% change"
"Oulactis concinnata",0.11,0.0765127566483947,"Less than 5% change"
"jhelius cirratus",0.11,-0.271067512711987,"Less than 5% change"
"lessonia nigrescens a",0.11,-18.6455950088391,"Decrease"
"nothobalanus flosculus",0.11,0.261009760052144,"Less than 5% change"
"nothochthamalus scabrosus",0.11,-0.253027354011537,"Less than 5% change"
"parantheopsis ",0.11,0.0765127566484169,"Less than 5% change"
"perumytilus purpuratus",0.11,0.423562832612046,"Less than 5% change"
"phragmatopoma spp.",0.11,0.0242239118016796,"Less than 5% change"
"phymactis spp.",0.11,0.0765127566484169,"Less than 5% change"
"pyura chilensis",0.11,0.023534170313666,"Less than 5% change"
"semimytilus algosus",0.11,0.219667769356202,"Less than 5% change"
"gulls",0.11,0.0630548646240792,"Less than 5% change"
"cinclodes nigrofumosus",0.11,-0.000407649988898307,"Less than 5% change"
"Echinolittorina peruviana",0.11,-77.6713222290026,"Decrease"
"austrolittorina araucana",0.11,-75.8067750893772,"Decrease"
"onchidella sp. ",0.11,-27.6425716717346,"Decrease"
"Allelopetrolisthes punctatus",0.11,-0.000583565635059458,"Less than 5% change"
"petrolisthes spinifrons",0.11,-0.000583565635015049,"Less than 5% change"
"petrolisthes angulosus",0.11,-0.000583565635026151,"Less than 5% change"
"petrolisthes tuberculatus",0.11,-0.000583565635059458,"Less than 5% change"
"petrolisthes tuberculosus",0.11,-0.000583565635037253,"Less than 5% change"
"trimusculus peruvianus",0.11,-27.5531877761771,"Decrease"
"lessonia nigrescens j",0.11,197.206471914275,"Increase"
"algae",0.11,-1.61688580024325,"Less than 5% change"
"acanthina monodon",0.111,0.0689739078926221,"Less than 5% change"
"acanthocyclus gayi",0.111,0.05119125867592,"Less than 5% change"
"acanthocyclus hassleri",0.111,0.0510964226481558,"Less than 5% change"
"acanthopleura echinata",0.111,-0.0102617272901173,"Less than 5% change"
"chaetopleura peruviana",0.111,0.101888931395266,"Less than 5% change"
