OrderTograph,CodeMatrix,label,type,trophic,AnimalType,igr,mbr,ax,bx,c,catchable,BodyMass,catchablenew,binit,Harvest,TL,scenarios,steady_state_biomass,biomass,change_proportion,abs_proportion,change,change_v2
27,3,acanthocyclus hassleri,consumer,Predator,invertebrate,0,1.646122309,0.4,0.1,0,NA,6.65,0,4.360655738,0,Predator,No_compliance_S2,224.0265717,226.2071974,0.97337812,0.97337812,Less than 5% change,Less than 10% change
3,4,acanthopleura echinata,consumer,Herbivore,invertebrate,0,1.759036973,0.4,0.1,0,1,5.1,1,12.79180328,0.000308465,Omnivore,No_compliance_S2,156.0916389,169.2890501,8.454912287,8.454912287,Increase,Less than 10% change
30,5,chaetopleura peruviana,consumer,Herbivore,invertebrate,0,4.058348943,0.4,0.1,0,NA,0.18,0,0.002952,0,Omnivore,No_compliance_S2,269.2130252,276.5115262,2.711050462,2.711050462,Less than 5% change,Less than 10% change
31,6,chiton  cummingsi,consumer,Herbivore,invertebrate,0,1.560693254,0.4,0.1,0,NA,8.23,0,1.619016393,0,Omnivore,No_compliance_S2,21.19454134,19.84744203,-6.355878562,6.355878562,Decrease,Less than 10% change
4,7,chiton  granosus,consumer,Herbivore,invertebrate,0,2.146523033,0.4,0.1,0,1,2.3,1,47.73442623,8.27E-05,Omnivore,No_compliance_S2,89.36068318,82.8545164,-7.28079346,7.28079346,Decrease,Less than 10% change
32,8,chiton  latus,consumer,Herbivore,invertebrate,0,5.34108758,0.4,0.1,0,NA,0.06,0,0.011803279,0,Omnivore,No_compliance_S2,30.32639177,28.68429831,-5.414734031,5.414734031,Decrease,Less than 10% change
33,9,lottia  orbignyi,consumer,Herbivore,invertebrate,0,7.029266565,0.4,0.1,0,NA,0.02,0,0.318454333,0,Omnivore,No_compliance_S2,24.74392498,22.71526301,-8.198626385,8.198626385,Decrease,Less than 10% change
2,10,concholepas concholepas,consumer,Predator,invertebrate,0,2.146523033,0.4,0.1,0,1,2.3,1,9.086885246,0.300799238,Predator,No_compliance_S2,496.0308529,503.1432116,1.433854102,1.433854102,Less than 5% change,Less than 10% change
34,11,enoplochiton  niger,consumer,Herbivore,invertebrate,0,1.689000194,0.4,0.1,0,NA,6,0,0.0984,0,Omnivore,No_compliance_S2,44.72681645,44.88227533,0.347574217,0.347574217,Less than 5% change,Less than 10% change
5,12,fissurella  costata,consumer,Herbivore,invertebrate,0,0.998969063,0.4,0.1,0,1,49.03,1,3.215081967,0.475573108,Omnivore,No_compliance_S2,50.99575615,53.31878894,4.55534532,4.55534532,Less than 5% change,Less than 10% change
6,13,fissurella  crassa,consumer,Herbivore,invertebrate,0,1.338771982,0.4,0.1,0,1,15.2,1,67.0295082,0.006205208,Omnivore,No_compliance_S2,43.96506183,44.62704168,1.505695253,1.505695253,Less than 5% change,Less than 10% change
7,14,fissurella  cummingi,consumer,Herbivore,invertebrate,0,1.28336262,0.4,0.1,0,1,18,1,0.2952,0.360898471,Omnivore,No_compliance_S2,62.76620711,65.84837264,4.91054928,4.91054928,Less than 5% change,Less than 10% change
8,15,fissurella  limbata,consumer,Herbivore,invertebrate,0,1.312580767,0.4,0.1,0,1,16.45,1,78.47459016,0.005300213,Omnivore,No_compliance_S2,31.09784343,34.15548926,9.832340421,9.832340421,Increase,Less than 10% change
9,16,fissurella  maxima,consumer,Herbivore,invertebrate,0,1.451507689,0.4,0.1,0,1,11,1,0.1804,0.107800842,Omnivore,No_compliance_S2,59.27146408,61.48333134,3.731757421,3.731757421,Less than 5% change,Less than 10% change
10,17,fissurella  picta,consumer,Herbivore,invertebrate,0,1.343212415,0.4,0.1,0,1,15,1,15.24590164,0.000573084,Omnivore,No_compliance_S2,64.41681744,67.70617321,5.106361818,5.106361818,Increase,Less than 10% change
11,18,fissurella  puhlcra,consumer,Herbivore,invertebrate,0,1.343212415,0.4,0.1,0,1,15,1,3.93442623,0.105716063,Omnivore,No_compliance_S2,64.41681744,67.70617321,5.106361818,5.106361818,Increase,Less than 10% change
28,19,heliaster helianthus,consumer,Predator,invertebrate,0,0.728396208,0.4,0.1,0,NA,173.46,0,36.96688525,0,Predator,No_compliance_S2,164.7661229,175.789631,6.690397206,6.690397206,Increase,Less than 10% change
35,20,scurria  araucana,consumer,Herbivore,invertebrate,0,7.029266565,0.4,0.1,0,NA,0.02,0,0.980983607,0,Omnivore,No_compliance_S2,24.62175505,22.59990277,-8.211649715,8.211649715,Decrease,Less than 10% change
36,21,scurria  ceciliana,consumer,Herbivore,invertebrate,0,5.739372117,0.4,0.1,0,NA,0.045,0,1.307213115,0,Omnivore,No_compliance_S2,22.99955775,21.00057577,-8.691393119,8.691393119,Decrease,Less than 10% change
37,22,scurria  plana,consumer,Herbivore,invertebrate,0,6.351659352,0.4,0.1,0,NA,0.03,0,0.024098361,0,Omnivore,No_compliance_S2,23.91797323,21.89800906,-8.445381856,8.445381856,Decrease,Less than 10% change
12,23,scurria scurra,consumer,Herbivore,invertebrate,0,2.490098815,0.4,0.1,0,1,1.27,1,6.495737705,8.27E-05,Herbivore,No_compliance_S2,3.163097533,0,-100,100,Decrease,Decrease
38,24,scurria variabilis,consumer,Herbivore,invertebrate,0,3.571800537,0.4,0.1,0,NA,0.3,0,7.160655738,0,Omnivore,No_compliance_S2,18.63138768,16.78610645,-9.904153462,9.904153462,Decrease,Less than 10% change
39,25,scurria viridula,consumer,Herbivore,invertebrate,0,2.269671771,0.4,0.1,0,NA,1.84,0,0.030176,0,Omnivore,No_compliance_S2,14.3378926,12.73849159,-11.15506338,11.15506338,Decrease,Decrease
40,26,scurria zebrina,consumer,Herbivore,invertebrate,0,2.013624096,0.4,0.1,0,NA,2.97,0,10.61409836,0,Omnivore,No_compliance_S2,13.8121216,12.20299511,-11.65010369,11.65010369,Decrease,Decrease
41,27,siphonaria lesoni,consumer,Herbivore,invertebrate,0,7.216878365,0.4,0.1,0,NA,0.018,0,0.971704918,0,Omnivore,No_compliance_S2,32.61260752,30.91561833,-5.203475929,5.203475929,Decrease,Less than 10% change
29,28,stichaster striatus,consumer,Omnivore,invertebrate,0,1.53917393,0.4,0.1,0,NA,8.7,0,36.08360656,0,Predator,No_compliance_S2,219.3550626,245.5995163,11.96437112,11.96437112,Increase,Increase
13,29,tegula atra,consumer,Herbivore,invertebrate,0,2.643428159,0.4,0.1,0,1,1,1,3.409836066,0.067612874,Herbivore,No_compliance_S2,0.35816207,1.012818498,182.7821765,182.7821765,Increase,Increase
42,30,Tonicia lineolata,consumer,Herbivore,invertebrate,0,1.679288907,0.4,0.1,0,NA,6.14,0,0.100696,0,Omnivore,No_compliance_S2,28.32427977,35.88632361,26.69809755,26.69809755,Increase,Increase
43,31,tonicia  chilensis,consumer,Herbivore,invertebrate,0,1.679288907,0.4,0.1,0,NA,6.14,0,4.932131148,0,Omnivore,No_compliance_S2,28.32427977,35.88632361,26.69809755,26.69809755,Increase,Increase
44,32,tonicia  elegans,consumer,Herbivore,invertebrate,0,1.679288907,0.4,0.1,0,NA,6.14,0,1.610491803,0,Omnivore,No_compliance_S2,28.32427977,35.88632361,26.69809755,26.69809755,Increase,Increase
18,33,anthotoe spp.,consumer,Scavenger,invertebrate,0,1.486508894,0.4,0.1,0,NA,10,0,71,0,Top,No_compliance_S2,1254.290841,1359.203521,8.364302511,8.364302511,Increase,Less than 10% change
14,34,austromegabalanus psittacus,producer,FilterFeeder,invertebrate,0,2.677543965,0.4,0.1,1,1,0.95,1,7.696358687,0.052880005,Filterfeeder,No_compliance_S2,11570.96004,12100.11621,4.573139734,4.573139734,Less than 5% change,Less than 10% change
48,35,balanus laevis,producer,FilterFeeder,invertebrate,0,5.590169944,0.4,0.1,1,NA,0.05,0,8.019526212,0,Filterfeeder,No_compliance_S2,1703.633526,1649.735035,-3.163737386,3.163737386,Less than 5% change,Less than 10% change
49,36,brachidontes granulata,producer,FilterFeeder,invertebrate,0,4.970442055,0.4,0.1,1,NA,0.08,0,25.00560405,0,Filterfeeder,No_compliance_S2,21863.20164,22794.29726,4.258734098,4.258734098,Less than 5% change,Less than 10% change
19,37,bunodactis spp.,consumer,Scavenger,invertebrate,0,1.420274208,0.4,0.1,0,NA,12,0,85.2,0,Top,No_compliance_S2,1254.290841,1359.203521,8.364302511,8.364302511,Increase,Less than 10% change
20,38,Oulactis concinnata,consumer,Scavenger,invertebrate,0,1.451507689,0.4,0.1,0,NA,11,0,78.1,0,Top,No_compliance_S2,1254.290841,1359.203521,8.364302511,8.364302511,Increase,Less than 10% change
50,39,jhelius cirratus,producer,FilterFeeder,invertebrate,0,5.590169944,0.4,0.1,1,NA,0.05,0,593.8417334,0,Filterfeeder,No_compliance_S2,67.26168157,48.40764356,-28.03087518,28.03087518,Decrease,Decrease
16,40,lessonia nigrescens a,producer,Producer,algae,0.028574404,0,0,0,1,1,15,1,4402.6,0.039282481,Producer,No_compliance_S2,3986.528068,0,-100,100,Decrease,Decrease
51,41,nothobalanus flosculus,producer,FilterFeeder,invertebrate,0,5.590169944,0.4,0.1,1,NA,0.05,0,1272.266551,0,Filterfeeder,No_compliance_S2,46.09632423,31.91684826,-30.76053504,30.76053504,Decrease,Decrease
52,42,nothochthamalus scabrosus,producer,FilterFeeder,invertebrate,0,5.590169944,0.4,0.1,1,NA,0.05,0,127.5570575,0,Filterfeeder,No_compliance_S2,52.45034212,38.31953836,-26.94129949,26.94129949,Decrease,Decrease
21,43,parantheopsis,consumer,Scavenger,invertebrate,0,1.486508894,0.4,0.1,0,NA,10,0,71,0,Top,No_compliance_S2,1254.290841,1359.203521,8.364302511,8.364302511,Increase,Less than 10% change
53,44,perumytilus purpuratus,producer,FilterFeeder,invertebrate,0,2.098057453,0.4,0.1,1,NA,2.52,0,4988.107555,0,Filterfeeder,No_compliance_S2,74.4301655,65.19505778,-12.40774847,12.40774847,Decrease,Decrease
54,45,phragmatopoma spp.,producer,FilterFeeder,invertebrate,0,2.102241038,0.4,0.1,1,NA,2.5,0,4.6,0,Filterfeeder,No_compliance_S2,27021.48872,28237.89272,4.501617229,4.501617229,Less than 5% change,Less than 10% change
22,46,phymactis spp.,consumer,Scavenger,invertebrate,0,1.422949776,0.4,0.1,0,NA,11.91,0,84.561,0,Top,No_compliance_S2,1254.290841,1359.203521,8.364302511,8.364302511,Increase,Less than 10% change
15,47,pyura chilensis,producer,FilterFeeder,invertebrate,0,2.0239243,0.4,0.1,1,1,2.91,1,25,0.080765366,Filterfeeder,No_compliance_S2,28032.78463,29305.86305,4.541391212,4.541391212,Less than 5% change,Less than 10% change
55,48,semimytilus algosus,producer,FilterFeeder,invertebrate,0,5.910885056,0.4,0.1,1,NA,0.04,0,71.28460453,0,Filterfeeder,No_compliance_S2,5123.20907,4895.30683,-4.448427475,4.448427475,Less than 5% change,Less than 10% change
23,49,gulls,consumer,Predator,endo-vertebrate,0,61.38006598,0.4,0.1,0,NA,500,0,231,0,Top,No_compliance_S2,303.3097382,192.0997885,-36.66547286,36.66547286,Decrease,Decrease
24,50,cinclodes nigrofumosus,consumer,Predator,endo-vertebrate,0,70.95456538,0.4,0.1,0,NA,280,0,6.44,0,Top,No_compliance_S2,463.8346912,236.211754,-49.07415109,49.07415109,Decrease,Decrease
45,51,Echinolittorina peruviana,consumer,Herbivore,invertebrate,0,7.843683919,0.4,0.1,0,NA,0.0129,0,0.168122951,0,Herbivore,No_compliance_S2,0.003557049,0,-100,100,Decrease,Decrease
46,52,austrolittorina araucana,consumer,Herbivore,invertebrate,0,9.205349536,0.4,0.1,0,NA,0.0068,0,2.196511475,0,Herbivore,No_compliance_S2,0.006996947,0,-100,100,Decrease,Decrease
47,53,onchidella sp.,consumer,Herbivore,invertebrate,0,8.923697309,0.4,0.1,0,NA,0.0077,0,0.00012628,0,Herbivore,No_compliance_S2,0.150944986,0,-100,100,Decrease,Decrease
56,54,Allelopetrolisthes punctatus,producer,FilterFeeder,invertebrate,0,2.222849263,0.4,0.1,1,NA,2,0,233.52,0,Filterfeeder,No_compliance_S2,3429.566454,1691.620853,-50.67537323,50.67537323,Decrease,Decrease
57,55,petrolisthes spinifrons,producer,FilterFeeder,invertebrate,0,2.222849263,0.4,0.1,1,NA,2,0,60,0,Filterfeeder,No_compliance_S2,3429.566454,1691.620853,-50.67537323,50.67537323,Decrease,Decrease
58,56,petrolisthes angulosus,producer,FilterFeeder,invertebrate,0,2.222849263,0.4,0.1,1,NA,2,0,132,0,Filterfeeder,No_compliance_S2,3429.566454,1691.620853,-50.67537323,50.67537323,Decrease,Decrease
59,57,petrolisthes tuberculatus,producer,FilterFeeder,invertebrate,0,2.222849263,0.4,0.1,1,NA,2,0,0.032786885,0,Filterfeeder,No_compliance_S2,3429.566454,1691.620853,-50.67537323,50.67537323,Decrease,Decrease
60,58,petrolisthes tuberculosus,producer,FilterFeeder,invertebrate,0,2.222849263,0.4,0.1,1,NA,2,0,16.2,0,Filterfeeder,No_compliance_S2,3429.566454,1691.620853,-50.67537323,50.67537323,Decrease,Decrease
25,59,trimusculus peruvianus,consumer,Herbivore,invertebrate,0,2.643428159,0.4,0.1,0,NA,1,0,0.0164,0,Herbivore,No_compliance_S2,0.15163653,0,-100,100,Decrease,Decrease
17,60,lessonia nigrescens j,producer,Producer,algae,0.028574404,0,0,0,1,1,15,1,4402.6,0.039282481,Producer,No_compliance_S2,375.7307458,0,-100,100,Decrease,Decrease
61,61,algae,producer,Producer,algae,0.044562942,0,0,0,1,NA,2.53573913,0,3743.482018,0,Producer,No_compliance_S2,2978.146715,2434.49289,-18.25476972,18.25476972,Decrease,Decrease
